Dates,10 Y Bond Yield,2 Y Bond Yield,5 Y Bond Yield,1 year Bond Yield
2000-01-07,5.443,4.246,4.832,3.74
2000-01-14,5.552,4.291,4.965,3.728
2000-01-21,5.584,4.291,5.063,3.738
2000-01-28,5.63,4.401,5.092,3.884
2000-02-04,5.494,4.383,5.068,3.867
2000-02-11,5.599,4.453,5.171,3.865
2000-02-18,5.571,4.523,5.193,3.962
2000-02-25,5.45,4.393,5.027,3.857
2000-03-03,5.461,4.461,5.073,3.936
2000-03-10,5.37,4.488,5.001,4.024
2000-03-17,5.241,4.41,4.904,3.99
2000-03-24,5.248,4.463,4.889,4.17
2000-03-31,5.216,4.423,4.854,4.139
2000-04-07,5.184,4.368,4.829,4.123
2000-04-14,5.237,4.451,4.904,4.178
2000-04-21,5.298,4.518,4.968,4.264
2000-04-28,5.298,4.594,4.998,4.346
2000-05-05,5.421,4.825,5.22,4.542
2000-05-12,5.394,4.899,5.23,4.608
2000-05-19,5.416,5.05,5.273,4.772
2000-05-26,5.202,4.804,5.008,4.639
2000-06-02,5.089,4.779,4.892,4.641
2000-06-09,5.147,4.968,5.038,4.765
2000-06-16,5.09,4.777,4.918,4.735
2000-06-23,5.257,4.992,5.102,4.868
2000-06-30,5.221,4.95,5.022,4.871
2000-07-07,5.258,4.991,5.089,4.873
2000-07-14,5.302,5.127,5.19,4.983
2000-07-21,5.258,5.12,5.171,5.005
2000-07-28,5.198,5.112,5.135,5.032
2000-08-04,5.187,5.072,5.104,5.004
2000-08-11,5.135,5.152,5.109,5.092
2000-08-18,5.208,5.248,5.208,5.144
2000-08-25,5.23,5.248,5.222,5.172
2000-09-01,5.187,5.12,5.114,5.08
2000-09-08,5.277,5.214,5.207,5.158
2000-09-15,5.297,5.096,5.131,5.106
2000-09-22,5.238,4.993,5.034,5.018
2000-09-29,5.23,5.043,5.057,5.093
2000-10-06,5.252,5.068,5.096,5.118
2000-10-13,5.197,4.971,4.975,5.072
2000-10-20,5.198,5.062,5.062,5.138
2000-10-27,5.209,5.061,5.047,5.166
2000-11-03,5.212,5.05,5.077,5.133
2000-11-10,5.218,5.006,5.06,5.085
2000-11-17,5.185,4.973,4.998,5.042
2000-11-24,5.12,4.994,4.992,5.067
2000-12-01,4.998,4.854,4.832,4.966
2000-12-08,4.958,4.758,4.734,4.866
2000-12-15,4.874,4.619,4.604,4.797
2000-12-22,4.871,4.54,4.584,4.679
2000-12-29,4.851,4.446,4.508,4.63
2001-01-05,4.693,4.206,4.341,4.368
2001-01-12,4.83,4.476,4.542,4.569
2001-01-19,4.844,4.389,4.513,4.485
2001-01-26,4.852,4.535,4.608,4.606
2001-02-02,4.787,4.42,4.507,4.538
2001-02-09,4.771,4.422,4.509,4.552
2001-02-16,4.818,4.491,4.592,4.579
2001-02-23,4.828,4.485,4.583,4.627
2001-03-02,4.735,4.397,4.492,4.536
2001-03-09,4.717,4.4,4.479,4.546
2001-03-16,4.665,4.202,4.352,4.44
2001-03-23,4.621,4.094,4.274,4.278
2001-03-30,4.705,4.138,4.334,4.288
2001-04-06,4.712,4.125,4.333,4.269
2001-04-13,4.857,4.408,4.564,4.556
2001-04-20,4.951,4.446,4.612,4.573
2001-04-27,4.974,4.49,4.64,4.628
2001-05-04,4.955,4.506,4.646,4.66
2001-05-11,5.016,4.262,4.583,4.412
2001-05-18,5.07,4.373,4.687,4.457
2001-05-25,5.199,4.376,4.736,4.454
2001-06-01,5.076,4.319,4.633,4.34
2001-06-08,5.073,4.328,4.604,4.32
2001-06-15,5.014,4.31,4.565,4.328
2001-06-22,4.94,4.218,4.465,4.265
2001-06-29,5.103,4.281,4.59,4.265
2001-07-06,5.08,4.313,4.601,4.286
2001-07-13,5.077,4.283,4.583,4.269
2001-07-20,4.957,4.223,4.49,4.242
2001-07-27,4.904,4.152,4.429,4.188
2001-08-03,4.909,4.126,4.423,4.145
2001-08-10,4.802,4.013,4.297,4.056
2001-08-17,4.755,3.963,4.246,4.031
2001-08-24,4.88,4.07,4.361,4.08
2001-08-31,4.788,3.947,4.201,3.996
2001-09-07,4.821,3.93,4.222,4.008
2001-09-14,4.77,3.565,4.014,3.736
2001-09-21,4.886,3.485,4.086,3.474
2001-09-28,4.791,3.481,4.062,3.456
2001-10-05,4.653,3.329,3.936,3.341
2001-10-12,4.692,3.437,4.011,3.42
2001-10-19,4.625,3.357,3.935,3.342
2001-10-26,4.501,3.284,3.853,3.299
2001-11-02,4.334,3.104,3.692,3.16
2001-11-09,4.319,3.061,3.687,3.042
2001-11-16,4.559,3.408,4.036,3.292
2001-11-23,4.602,3.519,4.137,3.267
2001-11-30,4.555,3.387,4.026,3.163
2001-12-07,4.861,3.701,4.35,3.297
2001-12-14,4.762,3.588,4.252,3.243
2001-12-21,4.874,3.593,4.297,3.295
2001-12-28,4.996,3.644,4.386,3.307
2002-01-04,4.975,3.677,4.402,3.333
2002-01-11,4.823,3.716,4.322,3.422
2002-01-18,4.832,3.71,4.316,3.407
2002-01-25,4.972,3.958,4.548,3.541
2002-02-01,4.88,3.884,4.47,3.497
2002-02-08,4.915,3.829,4.451,3.463
2002-02-15,4.924,3.839,4.475,3.471
2002-02-22,4.921,3.826,4.486,3.461
2002-03-01,5.009,3.902,4.584,3.501
2002-03-08,5.176,4.117,4.827,3.6
2002-03-15,5.226,4.249,4.855,3.804
2002-03-22,5.257,4.32,4.917,3.881
2002-03-29,5.255,4.334,4.913,3.908
2002-04-05,5.135,4.173,4.753,3.828
2002-04-12,5.148,4.139,4.766,3.774
2002-04-19,5.204,4.162,4.811,3.759
2002-04-26,5.092,4.031,4.669,3.654
2002-05-03,5.116,4.1,4.72,3.723
2002-05-10,5.199,4.209,4.831,3.803
2002-05-17,5.258,4.351,4.9,4.093
2002-05-24,5.16,4.221,4.784,3.975
2002-05-31,5.168,4.247,4.8,3.973
2002-06-07,5.131,4.176,4.723,3.916
2002-06-14,4.973,4.011,4.535,3.789
2002-06-21,4.966,4.025,4.556,3.78
2002-06-28,4.942,3.925,4.491,3.681
2002-07-05,5.015,3.99,4.545,3.717
2002-07-12,4.875,3.853,4.382,3.58
2002-07-19,4.84,3.803,4.342,3.542
2002-07-26,4.729,3.608,4.179,3.394
2002-08-02,4.632,3.446,4.039,3.306
2002-08-09,4.561,3.452,4.005,3.315
2002-08-16,4.57,3.621,4.155,3.407
2002-08-23,4.654,3.614,4.184,3.424
2002-08-30,4.568,3.477,4.049,3.33
2002-09-06,4.406,3.215,3.802,3.137
2002-09-13,4.413,3.267,3.827,3.188
2002-09-20,4.357,3.188,3.743,3.136
2002-09-27,4.342,3.191,3.706,3.109
2002-10-04,4.366,3.033,3.651,2.999
2002-10-11,4.425,3.188,3.765,3.1
2002-10-18,4.6,3.274,3.954,3.094
2002-10-25,4.595,3.251,3.934,3.105
2002-11-01,4.552,3.108,3.803,3.032
2002-11-08,4.47,3.06,3.75,3.01
2002-11-15,4.46,3.05,3.74,2.95
2002-11-22,4.51,3.07,3.79,2.95
2002-11-29,4.49,3.1,3.8,2.95
2002-12-06,4.412,2.995,3.72,2.864
2002-12-13,4.32,2.851,3.575,2.767
2002-12-20,4.294,2.814,3.508,2.73
2002-12-27,4.197,2.722,3.412,2.679
2003-01-03,4.333,2.798,3.519,2.702
2003-01-10,4.265,2.684,3.41,2.63
2003-01-17,4.174,2.628,3.317,2.614
2003-01-24,4.025,2.573,3.226,2.565
2003-01-31,4.072,2.596,3.266,2.567
2003-02-07,3.997,2.49,3.232,2.484
2003-02-14,3.976,2.441,3.157,2.433
2003-02-21,3.937,2.421,3.127,2.427
2003-02-28,3.918,2.295,3.055,2.293
2003-03-07,3.839,2.244,3.002,2.277
2003-03-14,4.025,2.481,3.269,2.42
2003-03-21,4.277,2.642,3.522,2.463
2003-03-28,4.129,2.503,3.344,2.39
2003-04-04,4.186,2.492,3.375,2.349
2003-04-11,4.207,2.548,3.416,2.402
2003-04-18,4.172,2.585,3.409,2.461
2003-04-25,4.101,2.453,3.285,2.358
2003-05-02,4.082,2.411,3.261,2.321
2003-05-09,3.926,2.316,3.091,2.292
2003-05-16,3.824,2.209,2.976,2.18
2003-05-23,3.64,2.096,2.832,2.104
2003-05-30,3.721,2.116,2.879,2.092
2003-06-06,3.679,2.025,2.778,1.971
2003-06-13,3.465,1.888,2.586,1.856
2003-06-20,3.697,2.032,2.848,1.931
2003-06-27,3.848,2.179,3.011,2.011
2003-07-04,3.932,2.105,2.986,1.978
2003-07-11,3.917,2.138,2.979,2.01
2003-07-18,4.041,2.27,3.14,2.059
2003-07-25,4.0,2.278,3.134,2.04
2003-08-01,4.194,2.643,3.48,2.233
2003-08-08,4.015,2.42,3.235,2.157
2003-08-15,4.16,2.54,3.427,2.199
2003-08-22,4.186,2.62,3.481,2.239
2003-08-29,4.197,2.593,3.463,2.236
2003-09-05,4.314,2.56,3.531,2.222
2003-09-12,4.154,2.442,3.346,2.177
2003-09-19,4.16,2.415,3.329,2.149
2003-09-26,4.029,2.348,3.155,2.107
2003-10-03,4.21,2.568,3.395,2.219
2003-10-10,4.2,2.533,3.456,2.196
2003-10-17,4.323,2.7,3.615,2.298
2003-10-24,4.265,2.634,3.556,2.265
2003-10-31,4.331,2.686,3.601,2.292
2003-11-07,4.497,2.843,3.793,2.384
2003-11-14,4.365,2.671,3.629,2.277
2003-11-21,4.323,2.592,3.546,2.232
2003-11-28,4.457,2.812,3.743,2.355
2003-12-05,4.344,2.659,3.611,2.264
2003-12-12,4.304,2.677,3.539,2.288
2003-12-19,4.289,2.642,3.507,2.251
2003-12-26,4.25,2.606,3.473,2.242
2004-01-02,4.33,2.616,3.538,2.21
2004-01-09,4.141,2.407,3.286,2.091
2004-01-16,4.152,2.437,3.32,2.097
2004-01-23,4.095,2.355,3.232,2.056
2004-01-30,4.24,2.524,3.402,2.155
2004-02-06,4.144,2.362,3.263,2.06
2004-02-13,4.103,2.315,3.333,2.069
2004-02-20,4.135,2.348,3.358,2.106
2004-02-27,4.051,2.215,3.244,2.003
2004-03-05,3.984,2.179,3.17,2.001
2004-03-12,3.901,2.157,3.103,1.999
2004-03-19,3.891,2.106,3.081,1.935
2004-03-26,3.87,2.083,3.024,1.864
2004-04-02,4.08,2.366,3.306,2.106
2004-04-09,4.067,2.281,3.261,2.023
2004-04-16,4.113,2.361,3.333,2.073
2004-04-23,4.181,2.428,3.407,2.109
2004-04-30,4.175,2.439,3.411,2.125
2004-05-07,4.302,2.582,3.561,2.221
2004-05-14,4.309,2.567,3.575,2.298
2004-05-21,4.31,2.539,3.567,2.277
2004-05-28,4.328,2.532,3.531,2.268
2004-06-04,4.395,2.635,3.608,2.315
2004-06-11,4.426,2.752,3.705,2.383
2004-06-18,4.353,2.694,3.619,2.363
2004-06-25,4.325,2.719,3.572,2.317
2004-07-02,4.262,2.638,3.489,2.247
2004-07-09,4.235,2.609,3.458,2.235
2004-07-16,4.197,2.572,3.411,2.221
2004-07-23,4.247,2.658,3.494,2.264
2004-07-30,4.216,2.626,3.458,2.243
2004-08-06,4.074,2.457,3.276,2.163
2004-08-13,4.047,2.43,3.248,2.15
2004-08-20,4.063,2.435,3.261,2.236
2004-08-27,4.071,2.451,3.372,2.252
2004-09-03,4.148,2.6,3.477,2.35
2004-09-10,4.057,2.566,3.386,2.327
2004-09-17,4.025,2.562,3.363,2.337
2004-09-24,3.971,2.597,3.312,2.329
2004-10-01,4.023,2.579,3.339,2.31
2004-10-08,3.947,2.506,3.249,2.263
2004-10-15,3.9,2.435,3.193,2.221
2004-10-22,3.862,2.416,3.157,2.215
2004-10-29,3.873,2.429,3.164,2.239
2004-11-05,3.903,2.493,3.2,2.29
2004-11-12,3.778,2.364,3.06,2.231
2004-11-19,3.785,2.441,3.106,2.318
2004-11-26,3.773,2.331,3.02,2.233
2004-12-03,3.752,2.328,2.997,2.228
2004-12-10,3.612,2.326,2.893,2.21
2004-12-17,3.619,2.405,2.971,2.272
2004-12-24,3.601,2.429,2.946,2.278
2004-12-31,3.683,2.481,3.031,2.285
2005-01-07,3.61,2.439,2.97,2.253
2005-01-14,3.56,2.392,2.921,2.225
2005-01-21,3.573,2.401,2.932,2.223
2005-01-28,3.549,2.391,2.923,2.207
2005-02-04,3.497,2.402,2.916,2.21
2005-02-11,3.463,2.377,2.869,2.194
2005-02-18,3.664,2.484,3.047,2.223
2005-02-25,3.71,2.493,3.069,2.232
2005-03-04,3.696,2.428,3.007,2.197
2005-03-11,3.767,2.435,3.047,2.191
2005-03-18,3.703,2.538,3.061,2.279
2005-03-25,3.71,2.59,3.092,2.313
2005-04-01,3.613,2.467,3.036,2.245
2005-04-08,3.58,2.412,2.984,2.207
2005-04-15,3.491,2.35,2.902,2.17
2005-04-22,3.469,2.312,2.862,2.142
2005-04-29,3.396,2.248,2.79,2.115
2005-05-06,3.445,2.267,2.834,2.114
2005-05-13,3.307,2.234,2.74,2.114
2005-05-20,3.378,2.272,2.775,2.125
2005-05-27,3.333,2.179,2.689,2.09
2005-06-03,3.237,2.114,2.586,2.074
2005-06-10,3.145,2.082,2.529,2.055
2005-06-17,3.291,2.176,2.66,2.082
2005-06-24,3.135,2.035,2.499,1.995
2005-07-01,3.157,2.066,2.516,2.029
2005-07-08,3.181,2.146,2.567,2.077
2005-07-15,3.283,2.225,2.664,2.124
2005-07-22,3.231,2.186,2.614,2.116
2005-07-29,3.243,2.25,2.647,2.146
2005-08-05,3.377,2.334,2.781,2.188
2005-08-12,3.293,2.265,2.696,2.164
2005-08-19,3.204,2.197,2.604,2.135
2005-08-26,3.15,2.225,2.586,2.152
2005-09-02,3.059,2.131,2.476,2.103
2005-09-09,3.048,2.173,2.484,2.125
2005-09-16,3.115,2.25,2.566,2.153
2005-09-23,3.06,2.267,2.605,2.182
2005-09-30,3.148,2.394,2.732,2.264
2005-10-07,3.176,2.461,2.772,2.313
2005-10-14,3.291,2.487,2.857,2.316
2005-10-21,3.231,2.483,2.816,2.331
2005-10-28,3.406,2.623,3.002,2.459
2005-11-04,3.494,2.7,3.118,2.53
2005-11-11,3.512,2.733,3.14,2.555
2005-11-18,3.539,2.829,3.188,2.649
2005-11-25,3.427,2.717,3.037,2.599
2005-12-02,3.397,2.642,3.015,2.566
2005-12-09,3.445,2.793,3.097,2.629
2005-12-16,3.345,2.829,3.046,2.698
2005-12-23,3.326,2.882,3.085,2.728
2005-12-30,3.309,2.862,3.068,2.724
2006-01-06,3.262,2.765,2.975,2.633
2006-01-13,3.264,2.841,3.019,2.685
2006-01-20,3.375,2.903,3.129,2.716
2006-01-27,3.48,2.937,3.217,2.737
2006-02-03,3.489,2.956,3.231,2.759
2006-02-10,3.476,2.918,3.203,2.745
2006-02-17,3.447,2.896,3.172,2.73
2006-02-24,3.49,2.997,3.252,2.792
2006-03-03,3.591,3.111,3.384,2.87
2006-03-10,3.687,3.194,3.449,2.993
2006-03-17,3.691,3.232,3.475,3.034
2006-03-24,3.634,3.175,3.44,3.012
2006-03-31,3.771,3.29,3.585,3.117
2006-04-07,3.896,3.265,3.641,3.051
2006-04-14,3.957,3.323,3.72,3.062
2006-04-21,3.952,3.314,3.696,3.06
2006-04-28,3.951,3.379,3.735,3.13
2006-05-05,4.002,3.394,3.763,3.14
2006-05-12,4.081,3.409,3.81,3.189
2006-05-19,3.99,3.302,3.666,3.142
2006-05-26,3.884,3.264,3.584,3.117
2006-06-02,3.929,3.338,3.648,3.17
2006-06-09,3.934,3.355,3.649,3.15
2006-06-16,3.939,3.385,3.673,3.174
2006-06-23,4.081,3.539,3.83,3.335
2006-06-30,4.071,3.574,3.84,3.372
2006-07-07,4.065,3.605,3.849,3.409
2006-07-14,3.983,3.52,3.742,3.356
2006-07-21,3.956,3.527,3.729,3.366
2006-07-28,3.92,3.512,3.693,3.366
2006-08-04,3.906,3.547,3.706,3.412
2006-08-11,3.981,3.611,3.783,3.459
2006-08-18,3.902,3.63,3.737,3.493
2006-08-25,3.793,3.512,3.608,3.447
2006-09-01,3.745,3.525,3.581,3.479
2006-09-08,3.787,3.637,3.656,3.544
2006-09-15,3.776,3.661,3.677,3.63
2006-09-22,3.694,3.547,3.574,3.575
2006-09-29,3.709,3.585,3.628,3.608
2006-10-06,3.752,3.603,3.646,3.621
2006-10-13,3.832,3.68,3.737,3.657
2006-10-20,3.839,3.698,3.751,3.667
2006-10-27,3.809,3.72,3.75,3.708
2006-11-03,3.773,3.718,3.725,3.719
2006-11-10,3.714,3.692,3.671,3.72
2006-11-17,3.73,3.711,3.685,3.716
2006-11-24,3.699,3.675,3.649,3.701
2006-12-01,3.664,3.627,3.6,3.676
2006-12-08,3.728,3.725,3.702,3.728
2006-12-15,3.799,3.803,3.801,3.808
2006-12-22,3.881,3.859,3.873,3.857
2006-12-29,3.948,3.903,3.921,3.878
2007-01-05,3.982,3.925,3.948,3.896
2007-01-12,4.063,3.95,3.992,3.911
2007-01-19,4.05,3.961,4.008,3.935
2007-01-26,4.092,3.969,4.039,3.951
2007-02-02,4.061,3.913,3.974,3.919
2007-02-09,4.091,3.967,4.026,3.955
2007-02-16,4.05,3.955,3.994,3.958
2007-02-23,4.047,3.968,3.996,3.985
2007-03-02,3.938,3.833,3.856,3.911
2007-03-09,3.959,3.938,3.904,3.991
2007-03-16,3.905,3.909,3.879,4.006
2007-03-23,4.001,3.96,3.957,4.032
2007-03-30,4.057,4.016,4.018,4.072
2007-04-06,4.097,4.039,4.049,4.099
2007-04-13,4.231,4.141,4.177,4.151
2007-04-20,4.203,4.135,4.16,4.158
2007-04-27,4.22,4.17,4.191,4.173
2007-05-04,4.195,4.164,4.17,4.185
2007-05-11,4.217,4.171,4.187,4.187
2007-05-18,4.311,4.275,4.288,4.263
2007-05-25,4.387,4.343,4.366,4.294
2007-06-01,4.461,4.434,4.452,4.339
2007-06-08,4.572,4.47,4.522,4.33
2007-06-15,4.657,4.505,4.595,4.42
2007-06-22,4.653,4.463,4.58,4.389
2007-06-29,4.574,4.462,4.527,4.406
2007-07-06,4.677,4.537,4.631,4.449
2007-07-13,4.618,4.517,4.591,4.44
2007-07-20,4.438,4.417,4.432,4.418
2007-07-27,4.323,4.27,4.298,4.368
2007-08-03,4.317,4.278,4.294,4.374
2007-08-10,4.354,4.213,4.282,4.304
2007-08-17,4.287,3.961,4.08,4.044
2007-08-24,4.262,4.024,4.118,4.171
2007-08-31,4.242,4.013,4.115,4.095
2007-09-07,4.122,3.913,3.975,4.016
2007-09-14,4.166,3.986,4.054,4.08
2007-09-21,4.358,4.057,4.204,4.082
2007-09-28,4.329,4.028,4.163,4.034
2007-10-05,4.35,4.023,4.17,4.025
2007-10-12,4.421,4.196,4.309,4.16
2007-10-19,4.225,3.996,4.093,4.097
2007-10-26,4.173,3.948,4.041,4.072
2007-11-02,4.177,3.944,4.032,4.115
2007-11-09,4.087,3.813,3.902,4.044
2007-11-16,4.1,3.798,3.905,4.05
2007-11-23,4.044,3.645,3.779,3.987
2007-11-30,4.126,3.831,3.911,4.019
2007-12-07,4.199,3.908,3.976,4.056
2007-12-14,4.305,4.044,4.114,4.14
2007-12-21,4.304,3.969,4.119,4.094
2007-12-28,4.313,3.977,4.127,4.086
2008-01-04,4.135,3.731,3.863,4.0
2008-01-11,4.087,3.728,3.81,4.016
2008-01-18,3.974,3.476,3.626,3.851
2008-01-25,3.977,3.457,3.641,3.766
2008-02-01,3.919,3.376,3.549,3.713
2008-02-08,3.864,3.089,3.344,3.5
2008-02-15,3.955,3.117,3.424,3.604
2008-02-22,4.003,3.336,3.547,3.736
2008-02-29,3.891,3.16,3.368,3.651
2008-03-07,3.788,3.267,3.333,3.611
2008-03-14,3.732,3.246,3.32,3.646
2008-03-21,3.762,3.27,3.5,3.698
2008-03-28,3.938,3.465,3.649,3.761
2008-04-04,3.946,3.486,3.668,3.832
2008-04-11,3.91,3.41,3.54,3.836
2008-04-18,4.133,3.832,3.917,4.036
2008-04-25,4.178,3.856,3.936,4.057
2008-05-02,4.198,3.828,3.977,4.024
2008-05-09,3.995,3.699,3.754,3.99
2008-05-16,4.177,3.977,4.006,4.081
2008-05-23,4.266,4.205,4.149,4.204
2008-05-30,4.405,4.316,4.303,4.27
2008-06-06,4.421,4.636,4.43,4.533
2008-06-13,4.641,4.621,4.663,4.616
2008-06-20,4.628,4.605,4.674,4.651
2008-06-27,4.523,4.443,4.486,4.575
2008-07-04,4.495,4.405,4.463,4.561
2008-07-11,4.427,4.413,4.433,4.497
2008-07-18,4.571,4.54,4.599,4.538
2008-07-25,4.604,4.419,4.53,4.522
2008-08-01,4.349,4.263,4.274,4.475
2008-08-08,4.261,4.055,4.075,4.388
2008-08-15,4.165,4.001,3.995,4.39
2008-08-22,4.219,4.133,4.114,4.403
