Dates,10 Y Bond Yield,2 Y Bond Yield,5 Y Bond Yield,1 year Bond Yield
2017-02-03,0.41,-0.749,-0.356,-0.734
2017-02-10,0.318,-0.8,-0.444,-0.813
2017-02-17,0.3,-0.822,-0.465,-0.832
2017-02-24,0.184,-0.956,-0.6,-0.938
2017-03-03,0.353,-0.814,-0.421,-0.869
2017-03-10,0.481,-0.842,-0.311,-0.959
2017-03-17,0.432,-0.783,-0.332,-0.879
2017-03-24,0.401,-0.75,-0.32,-0.831
2017-03-31,0.325,-0.75,-0.386,-0.762
2017-04-07,0.226,-0.816,-0.487,-0.823
2017-04-14,0.186,-0.869,-0.524,-0.866
2017-04-21,0.251,-0.799,-0.444,-0.826
2017-04-28,0.315,-0.74,-0.39,-0.769
2017-05-05,0.416,-0.686,-0.304,-0.742
2017-05-12,0.389,-0.684,-0.327,-0.728
2017-05-19,0.366,-0.688,-0.353,-0.717
2017-05-26,0.328,-0.692,-0.4,-0.764
2017-06-02,0.272,-0.73,-0.451,-0.78
2017-06-09,0.261,-0.74,-0.455,-0.777
2017-06-16,0.275,-0.666,-0.406,-0.718
2017-06-23,0.253,-0.63,-0.386,-0.71
2017-06-30,0.465,-0.581,-0.229,-0.687
2017-07-07,0.571,-0.605,-0.092,-0.692
2017-07-14,0.592,-0.617,-0.102,-0.692
2017-07-21,0.505,-0.645,-0.18,-0.683
2017-07-28,0.54,-0.685,-0.186,-0.701
2017-08-04,0.466,-0.692,-0.233,-0.696
2017-08-11,0.38,-0.723,-0.301,-0.719
2017-08-18,0.413,-0.709,-0.267,-0.715
2017-08-25,0.378,-0.736,-0.316,-0.737
2017-09-01,0.376,-0.731,-0.335,-0.756
2017-09-08,0.31,-0.765,-0.386,-0.786
2017-09-15,0.43,-0.703,-0.279,-0.742
2017-09-22,0.445,-0.688,-0.26,-0.727
2017-09-29,0.462,-0.697,-0.269,-0.741
2017-10-06,0.458,-0.704,-0.266,-0.745
2017-10-13,0.402,-0.731,-0.316,-0.757
2017-10-20,0.451,-0.721,-0.275,-0.754
2017-10-27,0.382,-0.773,-0.358,-0.793
2017-11-03,0.362,-0.759,-0.352,-0.77
2017-11-10,0.409,-0.751,-0.329,-0.754
2017-11-17,0.359,-0.718,-0.352,-0.769
2017-11-24,0.359,-0.701,-0.328,-0.743
2017-12-01,0.304,-0.711,-0.351,-0.757
2017-12-08,0.305,-0.745,-0.369,-0.786
2017-12-15,0.299,-0.724,-0.34,-0.831
2017-12-22,0.418,-0.65,-0.216,-0.746
2017-12-29,0.423,-0.639,-0.207,-0.688
2018-01-05,0.436,-0.614,-0.21,-0.663
2018-01-12,0.577,-0.574,-0.124,-0.646
2018-01-19,0.566,-0.61,-0.143,-0.669
2018-01-26,0.626,-0.553,-0.039,-0.624
2018-02-02,0.765,-0.548,0.121,-0.635
2018-02-09,0.741,-0.576,0.093,-0.656
2018-02-16,0.704,-0.576,0.07,-0.638
2018-02-23,0.65,-0.544,0.025,-0.68
2018-03-02,0.648,-0.561,0.013,-0.675
2018-03-09,0.644,-0.568,0.025,-0.693
2018-03-16,0.568,-0.602,-0.041,-0.695
2018-03-23,0.524,-0.62,-0.073,-0.689
2018-03-30,0.494,-0.614,-0.106,-0.694
2018-04-06,0.495,-0.596,-0.103,-0.671
2018-04-13,0.509,-0.59,-0.09,-0.678
2018-04-20,0.588,-0.569,-0.033,-0.674
2018-04-27,0.569,-0.584,-0.048,-0.67
2018-05-04,0.542,-0.587,-0.073,-0.644
2018-05-11,0.557,-0.588,-0.062,-0.656
2018-05-18,0.577,-0.594,-0.058,-0.661
2018-05-25,0.403,-0.632,-0.222,-0.674
2018-06-01,0.382,-0.639,-0.228,-0.656
2018-06-08,0.446,-0.658,-0.2,-0.702
2018-06-15,0.401,-0.626,-0.231,-0.686
2018-06-22,0.335,-0.675,-0.302,-0.699
2018-06-29,0.3,-0.674,-0.306,-0.671
2018-07-06,0.29,-0.663,-0.303,-0.681
2018-07-13,0.338,-0.641,-0.309,-0.675
2018-07-20,0.369,-0.626,-0.281,-0.69
2018-07-27,0.402,-0.606,-0.168,-0.694
2018-08-03,0.406,-0.595,-0.164,-0.658
2018-08-10,0.315,-0.643,-0.25,-0.678
2018-08-17,0.304,-0.658,-0.273,-0.673
2018-08-24,0.343,-0.602,-0.221,-0.644
2018-08-31,0.325,-0.611,-0.233,-0.649
2018-09-07,0.386,-0.561,-0.177,-0.617
2018-09-14,0.449,-0.546,-0.131,-0.61
2018-09-21,0.46,-0.543,-0.118,-0.611
2018-09-28,0.469,-0.532,-0.092,-0.62
2018-10-05,0.572,-0.519,-0.024,-0.624
2018-10-12,0.497,-0.565,-0.098,-0.64
2018-10-19,0.458,-0.588,-0.13,-0.698
2018-10-26,0.351,-0.637,-0.219,-0.714
2018-11-02,0.426,-0.622,-0.175,-0.676
2018-11-09,0.406,-0.605,-0.18,-0.662
2018-11-16,0.366,-0.594,-0.232,-0.679
2018-11-23,0.339,-0.586,-0.241,-0.668
2018-11-30,0.312,-0.602,-0.271,-0.667
2018-12-07,0.248,-0.605,-0.306,-0.647
2018-12-14,0.251,-0.615,-0.306,-0.658
2018-12-21,0.247,-0.615,-0.303,-0.662
2018-12-28,0.238,-0.619,-0.319,-0.644
2019-01-04,0.206,-0.604,-0.348,-0.608
2019-01-11,0.237,-0.592,-0.354,-0.597
2019-01-18,0.261,-0.587,-0.335,-0.586
2019-01-25,0.191,-0.586,-0.298,-0.571
2019-02-01,0.165,-0.587,-0.319,-0.555
2019-02-08,0.086,-0.584,-0.369,-0.527
2019-02-15,0.101,-0.563,-0.354,-0.553
2019-02-22,0.094,-0.571,-0.352,-0.57
2019-03-01,0.182,-0.516,-0.276,-0.551
2019-03-08,0.067,-0.542,-0.351,-0.564
2019-03-15,0.082,-0.547,-0.342,-0.568
2019-03-22,-0.016,-0.571,-0.401,-0.589
2019-03-29,-0.072,-0.611,-0.453,-0.582
2019-04-05,0.004,-0.583,-0.409,-0.565
2019-04-12,0.054,-0.566,-0.377,-0.554
2019-04-19,0.023,-0.581,-0.397,-0.571
2019-04-26,-0.023,-0.604,-0.441,-0.578
2019-05-03,0.024,-0.593,-0.414,-0.578
2019-05-10,-0.045,-0.622,-0.472,-0.584
2019-05-17,-0.105,-0.653,-0.515,-0.581
2019-05-24,-0.118,-0.64,-0.519,-0.582
2019-05-31,-0.204,-0.673,-0.582,-0.63
2019-06-07,-0.258,-0.678,-0.602,-0.621
2019-06-14,-0.256,-0.701,-0.605,-0.651
2019-06-21,-0.286,-0.743,-0.632,-0.701
2019-06-28,-0.329,-0.758,-0.666,-0.683
2019-07-05,-0.365,-0.756,-0.639,-0.701
2019-07-12,-0.212,-0.734,-0.573,-0.687
2019-07-19,-0.325,-0.777,-0.661,-0.717
2019-07-26,-0.378,-0.758,-0.672,-0.681
2019-08-02,-0.497,-0.794,-0.74,-0.734
2019-08-09,-0.578,-0.87,-0.826,-0.787
2019-08-16,-0.687,-0.919,-0.895,-0.828
2019-08-23,-0.677,-0.898,-0.891,-0.813
2019-08-30,-0.702,-0.933,-0.927,-0.859
2019-09-06,-0.64,-0.875,-0.885,-0.78
2019-09-13,-0.45,-0.715,-0.705,-0.654
2019-09-20,-0.523,-0.725,-0.716,-0.698
2019-09-27,-0.575,-0.776,-0.774,-0.731
2019-10-04,-0.588,-0.789,-0.799,-0.702
2019-10-11,-0.444,-0.729,-0.697,-0.652
2019-10-18,-0.384,-0.673,-0.622,-0.646
2019-10-25,-0.364,-0.66,-0.605,-0.65
2019-11-01,-0.384,-0.663,-0.618,-0.647
2019-11-08,-0.264,-0.621,-0.531,-0.611
2019-11-15,-0.336,-0.641,-0.586,-0.649
2019-11-22,-0.36,-0.643,-0.587,-0.651
2019-11-29,-0.362,-0.636,-0.585,-0.637
2019-12-06,-0.288,-0.632,-0.545,-0.65
2019-12-13,-0.291,-0.626,-0.538,-0.662
2019-12-20,-0.254,-0.643,-0.528,-0.691
2019-12-27,-0.258,-0.641,-0.533,-0.671
2020-01-03,-0.284,-0.63,-0.556,-0.634
2020-01-10,-0.201,-0.604,-0.507,-0.602
2020-01-17,-0.216,-0.595,-0.517,-0.591
2020-01-24,-0.336,-0.616,-0.589,-0.604
2020-01-31,-0.436,-0.674,-0.644,-0.619
2020-02-07,-0.386,-0.646,-0.603,-0.602
2020-02-14,-0.402,-0.661,-0.618,-0.615
2020-02-21,-0.432,-0.647,-0.617,-0.633
2020-02-28,-0.609,-0.776,-0.766,-0.741
2020-03-06,-0.712,-0.867,-0.865,-0.791
2020-03-13,-0.548,-0.892,-0.752,-0.863
2020-03-20,-0.326,-0.693,-0.523,-0.724
2020-03-27,-0.479,-0.719,-0.654,-0.742
2020-04-03,-0.444,-0.688,-0.616,-0.67
2020-04-10,-0.351,-0.659,-0.572,-0.642
2020-04-17,-0.475,-0.705,-0.662,-0.555
2020-04-24,-0.476,-0.716,-0.666,-0.563
2020-05-01,-0.589,-0.777,-0.77,-0.559
2020-05-08,-0.539,-0.785,-0.757,-0.582
2020-05-15,-0.533,-0.744,-0.732,-0.584
2020-05-22,-0.49,-0.692,-0.679,-0.592
2020-05-29,-0.449,-0.668,-0.646,-0.59
2020-06-05,-0.278,-0.607,-0.546,-0.586
2020-06-12,-0.441,-0.679,-0.659,-0.589
2020-06-19,-0.418,-0.678,-0.656,-0.58
2020-06-26,-0.483,-0.709,-0.718,-0.582
2020-07-03,-0.434,-0.693,-0.684,-0.58
2020-07-10,-0.469,-0.7,-0.677,-0.594
2020-07-17,-0.45,-0.673,-0.651,-0.597
2020-07-24,-0.449,-0.662,-0.645,-0.583
2020-07-31,-0.525,-0.72,-0.722,-0.583
2020-08-07,-0.51,-0.691,-0.695,-0.584
2020-08-14,-0.423,-0.654,-0.636,-0.587
2020-08-21,-0.509,-0.689,-0.705,-0.579
2020-08-28,-0.41,-0.672,-0.652,-0.575
2020-09-04,-0.474,-0.705,-0.694,-0.59
2020-09-11,-0.482,-0.699,-0.692,-0.603
2020-09-18,-0.487,-0.7,-0.692,-0.593
2020-09-25,-0.53,-0.712,-0.72,-0.612
2020-10-02,-0.537,-0.717,-0.728,-0.613
2020-10-09,-0.528,-0.719,-0.732,-0.653
2020-10-16,-0.622,-0.779,-0.803,-0.697
2020-10-23,-0.576,-0.762,-0.775,-0.715
2020-10-30,-0.628,-0.798,-0.822,-0.733
2020-11-06,-0.621,-0.785,-0.804,-0.726
2020-11-13,-0.549,-0.734,-0.74,-0.701
2020-11-20,-0.584,-0.76,-0.764,-0.689
2020-11-27,-0.589,-0.762,-0.772,-0.699
2020-12-04,-0.549,-0.752,-0.756,-0.709
2020-12-11,-0.638,-0.788,-0.814,-0.74
2020-12-18,-0.574,-0.734,-0.748,-0.75
2020-12-25,-0.55,-0.713,-0.723,-0.73
2021-01-01,-0.572,-0.715,-0.742,-0.735
2021-01-08,-0.522,-0.707,-0.732,-0.671
2021-01-15,-0.544,-0.726,-0.736,-0.65
2021-01-22,-0.514,-0.713,-0.718,-0.64
2021-01-29,-0.519,-0.738,-0.736,-0.671
2021-02-05,-0.448,-0.718,-0.69,-0.667
2021-02-12,-0.429,-0.713,-0.685,-0.654
2021-02-19,-0.307,-0.688,-0.611,-0.65
2021-02-26,-0.262,-0.668,-0.569,-0.624
2021-03-05,-0.303,-0.696,-0.618,-0.634
2021-03-12,-0.307,-0.692,-0.621,-0.626
2021-03-19,-0.295,-0.702,-0.646,-0.644
2021-03-26,-0.348,-0.724,-0.68,-0.663
2021-04-02,-0.329,-0.713,-0.661,-0.679
2021-04-09,-0.304,-0.707,-0.635,-0.676
2021-04-16,-0.264,-0.696,-0.611,-0.68
2021-04-23,-0.259,-0.697,-0.608,-0.646
2021-04-30,-0.203,-0.69,-0.578,-0.65
2021-05-07,-0.216,-0.689,-0.589,-0.649
2021-05-14,-0.131,-0.662,-0.522,-0.645
2021-05-21,-0.131,-0.66,-0.523,-0.648
2021-05-28,-0.183,-0.669,-0.57,-0.655
2021-06-04,-0.214,-0.676,-0.599,-0.662
2021-06-11,-0.274,-0.687,-0.634,-0.668
2021-06-18,-0.202,-0.671,-0.589,-0.659
2021-06-25,-0.156,-0.652,-0.553,-0.645
2021-07-02,-0.236,-0.674,-0.606,-0.647
2021-07-09,-0.294,-0.68,-0.599,-0.677
2021-07-16,-0.355,-0.687,-0.639,-0.667
2021-07-23,-0.421,-0.731,-0.705,-0.658
2021-07-30,-0.462,-0.767,-0.744,-0.666
2021-08-06,-0.457,-0.761,-0.73,-0.675
2021-08-13,-0.468,-0.743,-0.731,-0.668
2021-08-20,-0.496,-0.755,-0.75,-0.677
2021-08-27,-0.425,-0.743,-0.71,-0.674
2021-09-03,-0.363,-0.716,-0.674,-0.682
2021-09-10,-0.332,-0.709,-0.64,-0.68
2021-09-17,-0.281,-0.703,-0.609,-0.673
2021-09-24,-0.229,-0.695,-0.571,-0.69
2021-10-01,-0.226,-0.707,-0.583,-0.683
2021-10-08,-0.152,-0.697,-0.534,-0.682
2021-10-15,-0.169,-0.687,-0.52,-0.69
2021-10-22,-0.107,-0.643,-0.425,-0.683
2021-10-29,-0.107,-0.591,-0.392,-0.69
2021-11-05,-0.283,-0.738,-0.583,-0.726
2021-11-12,-0.26,-0.749,-0.571,-0.772
2021-11-19,-0.344,-0.785,-0.641,-0.804
2021-11-26,-0.338,-0.767,-0.645,-0.805
2021-12-03,-0.391,-0.751,-0.637,-0.768
2021-12-10,-0.349,-0.702,-0.585,-0.758
2021-12-17,-0.382,-0.727,-0.614,-0.669
2021-12-24,-0.253,-0.687,-0.521,-0.647
2021-12-31,-0.182,-0.636,-0.461,-0.666
2022-01-07,-0.045,-0.599,-0.383,-0.661
2022-01-14,-0.048,-0.588,-0.367,-0.663
2022-01-21,-0.067,-0.625,-0.335,-0.676
2022-01-28,-0.047,-0.613,-0.308,-0.68
2022-02-04,0.203,-0.256,0.044,-0.606
2022-02-11,0.294,-0.334,0.08,-0.612
2022-02-18,0.19,-0.483,-0.075,-0.678
2022-02-25,0.229,-0.387,-0.004,-0.665
2022-03-04,-0.073,-0.744,-0.376,-0.724
2022-03-11,0.246,-0.419,-0.015,-0.672
2022-03-18,0.37,-0.35,0.084,-0.663
2022-03-25,0.584,-0.144,0.349,-0.565
2022-04-01,0.553,-0.076,0.374,-0.451
2022-04-08,0.704,0.046,0.525,-0.444
2022-04-15,0.839,0.038,0.57,-0.37
2022-04-22,0.969,0.276,0.75,-0.315
2022-04-29,0.937,0.254,0.674,-0.252
2022-05-06,1.129,0.313,0.848,-0.213
2022-05-13,0.944,0.098,0.595,-0.252
2022-05-20,0.941,0.327,0.651,-0.086
2022-05-27,0.96,0.337,0.656,-0.071
2022-06-03,1.27,0.642,1.011,0.082
2022-06-10,1.514,0.962,1.326,0.262
2022-06-17,1.657,1.071,1.452,0.463
2022-06-24,1.437,0.794,1.157,0.471
2022-07-01,1.229,0.499,0.921,0.347
2022-07-08,1.341,0.512,0.96,0.373
2022-07-15,1.129,0.44,0.824,0.208
2022-07-22,1.027,0.405,0.771,0.372
2022-07-29,0.814,0.264,0.524,0.346
2022-08-05,0.952,0.456,0.706,0.428
2022-08-12,0.985,0.598,0.75,0.435
2022-08-19,1.227,0.809,1.035,0.633
2022-08-26,1.386,0.968,1.172,0.584
2022-09-02,1.521,1.084,1.301,0.635
2022-09-09,1.694,1.31,1.532,0.947
2022-09-16,1.754,1.516,1.641,1.138
2022-09-23,2.02,1.9,2.013,1.76
2022-09-30,2.105,1.747,1.959,1.67
2022-10-07,2.191,1.85,2.035,1.683
2022-10-14,2.343,1.945,2.109,1.842
2022-10-21,2.413,2.029,2.207,2.032
2022-10-28,2.099,1.925,1.991,1.988
2022-11-04,2.292,2.12,2.168,2.245
2022-11-11,2.157,2.188,2.083,2.277
2022-11-18,2.01,2.081,1.979,2.13
2022-11-25,1.971,2.178,2.005,2.269
2022-12-02,1.851,2.096,1.863,2.123
2022-12-09,1.928,2.141,1.938,2.257
2022-12-16,2.148,2.415,2.216,2.392
2022-12-23,2.393,2.648,2.439,2.496
2022-12-30,2.565,2.738,2.566,2.555
2023-01-06,2.207,2.573,2.245,2.716
2023-01-13,2.165,2.577,2.196,2.64
2023-01-20,2.172,2.564,2.204,2.705
2023-01-27,2.237,2.571,2.251,2.646
2023-02-03,2.189,2.538,2.195,2.725
2023-02-10,2.362,2.752,2.397,2.913
2023-02-17,2.438,2.866,2.505,2.976
2023-02-24,2.535,3.021,2.628,3.131
2023-03-03,2.711,3.201,2.83,3.264
2023-03-10,2.504,3.081,2.637,3.216
2023-03-17,2.102,2.371,2.088,2.671
2023-03-24,2.124,2.381,2.092,2.734
2023-03-31,2.289,2.673,2.305,2.97
2023-04-07,2.181,2.546,2.177,2.962
2023-04-14,2.436,2.865,2.467,3.155
2023-04-21,2.479,2.91,2.517,3.239
2023-04-28,2.31,2.675,2.3,3.073
2023-05-05,2.289,2.563,2.228,3.04
2023-05-12,2.274,2.584,2.218,3.072
2023-05-19,2.425,2.744,2.401,3.106
2023-05-26,2.537,2.932,2.555,3.203
2023-06-02,2.311,2.796,2.335,3.202
2023-06-09,2.375,2.907,2.418,3.317
2023-06-16,2.472,3.11,2.577,3.476
2023-06-23,2.352,3.099,2.492,3.568
2023-06-30,2.39,3.188,2.546,3.564
2023-07-07,2.634,3.246,2.735,3.673
2023-07-14,2.509,3.197,2.606,3.703
2023-07-21,2.465,3.084,2.551,3.635
2023-07-28,2.491,3.044,2.543,3.562
2023-08-04,2.559,3.008,2.579,3.576
2023-08-11,2.622,3.033,2.626,3.557
2023-08-18,2.619,3.038,2.621,3.56
2023-08-25,2.559,3.027,2.582,3.547
2023-09-01,2.546,2.984,2.525,3.533
2023-09-08,2.608,3.073,2.612,3.574
2023-09-15,2.673,3.21,2.69,3.7
2023-09-22,2.737,3.248,2.746,3.719
2023-09-29,2.838,3.198,2.774,3.68
2023-10-06,2.883,3.128,2.756,3.639
2023-10-13,2.735,3.134,2.677,3.677
2023-10-20,2.888,3.117,2.781,3.672
2023-10-27,2.83,3.031,2.681,3.629
2023-11-03,2.643,2.955,2.54,3.61
2023-11-10,2.716,3.058,2.653,3.643
2023-11-17,2.586,2.958,2.529,3.595
2023-11-24,2.642,3.068,2.615,3.562
2023-12-01,2.36,2.676,2.261,3.255
2023-12-08,2.275,2.689,2.23,3.346
2023-12-15,2.014,2.496,1.996,3.222
2023-12-22,1.977,2.418,1.913,3.165
2023-12-29,2.021,2.392,1.942,3.146
2024-01-05,2.155,2.564,2.099,3.265
2024-01-12,2.183,2.512,2.075,3.271
2024-01-19,2.34,2.734,2.279,3.335
2024-01-26,2.298,2.628,2.195,3.227
2024-02-02,2.24,2.56,2.164,3.27
2024-02-09,2.38,2.713,2.334,3.341
2024-02-16,2.401,2.813,2.388,3.394
2024-02-23,2.361,2.85,2.371,3.375
2024-03-01,2.412,2.886,2.426,3.428
2024-03-08,2.266,2.756,2.276,3.359
2024-03-15,2.441,2.943,2.467,3.44
2024-03-22,2.322,2.824,2.331,3.341
2024-03-29,2.297,2.846,2.32,3.327
2024-04-05,2.397,2.871,2.388,3.342
2024-04-12,2.358,2.851,2.364,3.342
2024-04-19,2.499,2.997,2.523,3.377
2024-04-26,2.574,2.982,2.585,3.416
2024-05-03,2.494,2.92,2.513,3.374
2024-05-10,2.516,2.963,2.548,3.386
2024-05-17,2.515,2.983,2.56,3.364
2024-05-24,2.583,3.084,2.65,3.422
2024-05-31,2.663,3.093,2.706,3.419
2024-06-07,2.618,3.082,2.681,3.404
2024-06-14,2.359,2.759,2.371,3.227
2024-06-21,2.408,2.782,2.41,3.142
2024-06-28,2.497,2.828,2.479,3.185
2024-07-05,2.553,2.884,2.528,3.206
2024-07-12,2.494,2.816,2.472,3.167
2024-07-19,2.466,2.777,2.419,3.141
2024-07-26,2.406,2.612,2.329,3.064
2024-08-02,2.172,2.345,2.075,2.826
2024-08-09,2.223,2.379,2.129,2.861
2024-08-16,2.245,2.43,2.172,2.892
2024-08-23,2.223,2.37,2.13,2.792
2024-08-30,2.298,2.388,2.187,2.811
2024-09-06,2.17,2.226,2.044,2.668
2024-09-13,2.147,2.206,2.017,2.682
2024-09-20,2.206,2.227,2.064,2.64
2024-09-27,2.132,2.074,1.951,2.484
2024-10-04,2.209,2.2,2.07,2.538
2024-10-11,2.265,2.232,2.119,2.585
2024-10-18,2.182,2.104,2.017,2.386
2024-10-25,2.29,2.112,2.113,2.363
2024-11-01,2.404,2.245,2.253,2.437
2024-11-08,2.365,2.18,2.201,2.467
2024-11-15,2.354,2.116,2.174,2.411
2024-11-22,2.241,1.987,2.055,2.205
2024-11-29,2.086,1.945,1.924,2.232
2024-12-06,2.106,1.997,1.967,2.255
2024-12-13,2.256,2.067,2.086,2.213
2024-12-20,2.283,2.024,2.087,2.208
2024-12-27,2.395,2.092,2.188,2.195
2025-01-03,2.423,2.156,2.227,2.287
2025-01-10,2.593,2.28,2.378,2.39
2025-01-17,2.532,2.224,2.337,2.31
2025-01-24,2.568,2.286,2.38,2.308
2025-01-31,2.458,2.11,2.233,2.121
2025-02-07,2.37,2.043,2.152,2.051
2025-02-14,2.431,2.11,2.224,2.07
2025-02-21,2.469,2.102,2.239,2.072
2025-02-28,2.405,2.021,2.149,2.002
2025-03-07,2.835,2.242,2.514,2.109
2025-03-14,2.874,2.181,2.5,2.063
2025-03-21,2.764,2.128,2.402,2.054
2025-03-28,2.726,2.017,2.318,1.977
